,label,teks,clean
5811,4,barang lumayan. pengiriman cepat. terima kasih lazada,barang lumayan kirim cepat terima kasih lazada
5812,5,"Barang sudah sampai. packing rapi, pengiriman cepat, respond seller juga cepat. semoga awet.",barang packing rapi kirim cepat respond penjual cepat moga awet
5813,5,alhamdulillah..berfunsi dgn baik..thanks seller n lazada,alhamdulillahberfunsi dengan baikthanks penjual n lazada
5814,5,"Produk bagus, packaging aman, pengiriman cepat. Terima kasih",produk bagus packaging aman kirim cepat terima kasih
5815,5,"pengiriman cepat, dan barang sesuai deskripsi, semoga awet 😊",kirim cepat barang sesuai deskripsi moga awet
5816,5,barang cepet sampai. nice,barang cepat nice
5817,5,"Maaf baru saya kasih ulasan, barang ok paking rapi , top markotop pokonya",maaf kasih ulas barang ok paking rapi top markotop poko
5818,5,"makasih gan, barangnya bagus.",terimakasih juragan barang bagus
5819,5,Seneng sampe jingkrak²...,neng sampai jingkrak
5820,5,"Product sesuai gambar, harga ternyata beti dg yg lain..",produk sesuai gambar harga beti dengan yang
5821,3,"Barang blm di coba, packing plastik dalam nya pecah. Semoga berfungsi dgn baik",barang belum coba packing plastik nya pecah moga fungsi dengan
5822,5,Barang Ok sesuai....bagus,barang ok sesuaibagus
5823,5,barang dan packaging bagus pengirimanannya juga cepat makasih lazada,barang packaging bagus pengirimanannya cepat terimakasih lazada
5824,5,"barang dah sampai, belum di tes, semoga awett",barang sudah tes moga awett
5825,5,berfungsi dgn bsik ...produk asli....semoga awet,fungsi dengan bsik produk aslisemoga awet
5826,5,"Barang bagus + sesuai spek... Tapi, barang yang saya inginkan sesuai dengan gambar...",barang bagus sesuai spek barang sesuai gambar
5827,5,barang sesuai thx,barang sesuai terimakasih
5828,5,Harddisknya bagus..semoga awet,harddisknya bagussemoga awet
5829,5,Terima kasih. Barang di terima cepat sekali dan dan kemasan jg baik. Thanks seller. Belum di pakai. Semoga baik dan berfungsi,terima kasih barang terima cepat kemas juga terimakasih penjual pakai moga fungsi
5830,5,"Barang sesuai deksription, puas pokoknya, walapun pengirimannya lama tapi saya bisa maklumi karna barang import",barang sesuai deksription puas pokok walapun kirim maklum karena barang import
5831,5,"Best product,best performance. Already tested & running good without problems. Thanks seller,thanks lazada.",best productbest performance already tested running good without problems terimakasih sellerthanks lazada
5832,5,Good barang berfungsi dengan baik,good barang fungsi
5833,5,"produk ok, sesuai dengan description atau penjelasannya. apalagi pengiriman sangat cepat dari kesekian kalinya saya order ugreen.",produk ok sesuai description jelas kirim cepat sekian kali order ugreen
5834,5,"mendarat dengan sempurna, terimakasihhh",darat sempurna terimakasihhh
5835,5,Sangat recomended.,recomended
5836,5,"Barangnya sesuai yang digambar, tetapi proses pengirimannya lama",barang sesuai gambar proses kirim
5837,5,tancap langsung detek,tancap langsung detek
5838,5,barang ditrima dalam kondisi baik dan berfungsi sesuai deskripsi Terimakasih,barang ditrima kondisi fungsi sesuai deskripsi terimakasih
5839,5,"casing terbaik yg pernah saya beli, langganan terus ugreen",casing baik yang beli langgan ugreen
5840,5,"Pengiriman tepat waktu,  Packing sangat rapi, Barang sesuai dengan harapan.",kirim packing rapi barang sesuai harap
5841,5,Nice! Thanks!,nice terimakasih
5842,5,"Barang di terima dengan baik, dan di coba sesuai dengan apa yang di deskripsi. Thank You",barang terima coba sesuai deskripsi thank kamu
5843,4,"Overall barangnya bagus, tf data cepet. Recomend untuk yg nyari casing hdd 2.5"", barang bagus harga juga bersahabat. Puas pokoknya 👍👍👍",overall barang bagus tf data cepat recomend yang nyari casing barang bagus harga sahabat puas pokok
5844,1,barang berfungsi pada awalnya namun stelah 1 hari pemakaian rusak,barang fungsi stelah pakai rusak
5845,5,Barang OK Banget,barang ok banget
5846,3,"Barang telah kami terima terlambat 1 hari dari tanggal yang diinformasikan (melebihi batas tanggal yg telah tertera), kualitas barang pesanan sangat baik dan masih baru plus dengan bonus hadiah yang ditawarkan. #thanks for lazada",barang terima lambat tanggal informasi lebih batas tanggal yang tera kualitas barang pesan plus bonus hadiah tawar terimakasih untuk lazada
5847,5,thank you so much!,thank kamu jadi much
5848,4,"Brg udh diterima. msh segel, product oke walaupun bonus di tukar. Thank Lazada & Kenkez.",barang sudah terima masih segel produk oke bonus tukar thank lazada kenkez
5849,4,Lwbih cepat sampai dengan LEX. COD jadi enak Sayangnya case HDD eksternalnya ga sesuai gambar. Itu aja,lwbih cepat lex bayar saat pengiriman enak sayang case eksternal tidak sesuai gambar saja
5850,5,"Saya beli hardisk di Kenkez, tapi pas saya pakai rusak. saya kembalikan. selang 2 hari barang baru sudah saya terima.",beli kenkez pas pakai rusak kembali selang barang terima
5851,5,Hardisknya smpai skrg masih awet... Thanks Seller...,hardisknya sampai sekarang awet terimakasih penjual
5852,5,Terimakasih... barang sampai dengan aman. Packing nya mantap.,terimakasih barang aman packing nya mantap
5853,5,pengiriman sangat cepat dan barang berfungsi dengan baik,kirim cepat barang fungsi
5854,5,"walau pengiriman lambat,dan konfirmasinya lamabat,tapi setelah datang sangata memuaskan",kirim lambatdan konfirmasi lamabattapi sangata muas
5855,4,So far so good suka bgt sm warnanya n modelnya sliiim,jadi far jadi good suka banget sama warna n model sliiim
5856,3,"HDD diterima dengan baik dan berfungsi dengan baik. Sayangnya Bonus yang diberikan tidak sama seperti di gambar. Sengaja pertimbangan memilih mousepad dan model pouch seperti di gambar, dibanding penjual lainnya. tetapi bonus yang diterima model pouch tidak seperti di gambar dan kalendar kecil",terima fungsi sayang bonus gambar sengaja timbang pilih mousepad model pouch gambar banding jual bonus terima model pouch gambar kalendar
5857,5,Barang sdh diterima n bgs bgt trmasuk bonusnya. Dpt jg free storage di icloud. Makasih.,barang sudah terima n bgs banget termasuk bonus dapat juga free storage icloud terimakasih
5858,1,"mousepad ga tersedia pas sampe disini, pouch nya pun ga sesuai dengan yang digambar",mousepad tidak sedia pas sampai pouch nya tidak sesuai gambar
5859,5,"Barang diterima dengan baik. Packaging oke, sayangnya tidak sesuai isi paket dengan yang ditampilkan disini. Masalah yang sama dialami kebanyakn orang yang menulis review ini. Mouse pad tidak ada dan pouch tidak sesuai gambar. Untuk Seagate, sempurna. Untuk seller, kurang memuaskan. Thanks",barang terima packaging oke sayang sesuai isi paket tampil alami kebanyakn orang tulis tinjau mouse pad pouch sesuai gambar seagate sempurna penjual muas terimakasih
5860,5,Puas atas pelayana... Sesuai dengan yg diharapkan... Waktu itu mesen barang hari senin...mesennya 2 barang dilazada.. Ternyata yg nyampe duluan barang yg satunya lalu saya tanya kekurir mas paket saya kok yg satunya lg belom nyampe juga ya.. Lalu saya disuruh tunggu sampe besok.. Kebesokannya mas mas kurirnya nelpon saya.. Katanya paketnya mau diantar sekarang atw ngga.. Kata saya wah sekarang aja.. Jadi kesimpulannya kurir sangat baik sopan... Enak lah kurirnya... Dan fast respon.. Makasih lazada,puas pelayana sesuai yang harap mesen barang seninmesennya barang dilazada yang sampai duluan barang yang satu kurir mas paket yang satu lagi bom sampai ya suruh tunggu sampai besok besok mas mas kurir menelpon paket antar atau tidak saja simpul kurir sopan enak kurir fast respon terimakasih lazada
5861,5,"Packaging rapi, dpt bonus buku notes WD cuma mousepadnya malah ga ada, pdhal butuh mousepadnya. Kesimpulannya ok lah bintang 4.",packaging rapi dapat bonus buku notes wd mousepadnya tidak padahal butuh mousepadnya simpul ok bintang
5862,5,Good quality and very soon arrived,good kualitas and very soon arrived
5863,4,garansi hubungin lewat mana ya,garansi hubungin ya
5864,4,barang dikirim cepat.,barang kirim cepat
5865,5,pengiriman cepet 1hr doang. barang bagus sesuai keinginan.,kirim cepat hari saja barang bagus sesuai
5866,5,Barang sesuai ekspektasi. Pengiriman pun cepat sampai. Saya sangat senang,barang sesuai ekspektasi kirim cepat senang
5867,3,"Hai. okay, tadinya gua sebenarnya males banget nulis nih review, soalnya begitu barang udh nyampe ke gua, kondisi masih baru, yah meskipun gua gak dapat pouch nya sesuai di gambar, yang seharusnya gua dapetin itu. Tapi ya karena barang udah sampai, dan lebih cepat dari estimasi waktunya (which is good, actually), dan juga barangnya bagus, bener2 baru (well, hopefully, may god be in my side), dan gua senang banget waktu itu karena ini pertama kalinya gua punya HDD External yg bagus, cantik, kapasitas gede. Beautiful. jadinya menurut gua ga perlu nulis nih review. tapi gua berpikir, kayaknya ga ada salahnya gua ngasih review, dan karena menurut gua dia pantas nerima review dari gua, karena dia benar2 tepatin janji nya. A Man of Word. dan jujur awalnya gua berani beli ini karena bisa bayar sistem COD. dan jujur gua takut waktu itu, karena ini lah pertama kali gua shopping online dengan harga diatas 1 juta. tapi udah ga perlu cemas lagi. karena barangnya udah sampai dengan aman. dan Hard Disk nya masih gua pakai sampai sekarang. She's still in my side now, and will always be. Forever. saran gua sih, buat sang Penjual, The Seller, buat kedepannya, mending apa adanya aja nawarin produknya, kalo emang pouch nya cuma bisa ngasih yg model biasa yg murah mah gapapa. Karena yang penting mah barangnya emang bagus, emang bener2 baru,  itu yang penting. Gak usah nawarin dengan fakta yang gak benar. Itu udah nipu namanya. oke deh itu aja. buat viewer kedepannya, mungkin gua bakal copas beberapa nih kata2 gua di sini buat di review yang lain. karena gua capek ngetik panjang2 sebenarnya. Hahahah..  well, semoga aja gua bakal ngereview lagi, which means gua bakal beli barang lagi, and which means again, gua jadi sukses, banyak rezeki, Getting rich! ahahahah..    Amiin ya Allah. oke deh, sekian review gua ya. Arigatou nee.   :)",hai okay saya malas banget nulis nih tinjau barang sudah sampai saya kondisi yah saya tidak pouch nya sesuai gambar saya dapetin ya barang sudah cepat estimasi which is good sebenarnya barang bagus bener well hopefully may god be in my side saya senang banget kali saya external yang bagus cantik kapasitas besar beautiful saya tidak nulis nih tinjau saya pikir seperti tidak salah saya memberi tinjau saya nerima tinjau saya tepatin janji nya a man of word jujur saya berani beli bayar sistem bayar saat pengiriman jujur saya takut kali saya shopping online harga atas juta sudah tidak cemas barang sudah aman hard disk nya saya pakai shes masih in my side sekarang and will selalu be forever saran saya sih sang jual the penjual depan mending saja nawarin produk kalau emang pouch nya memberi yang model yang murah mah tidak apa-apa mah barang emang bagus emang bener tidak nawarin fakta tidak sudah nipu nama oke deh saja viewer depan saya copy paste nih saya tinjau saya capek ngetik hahahah well moga saja saya ngereview which means saya beli barang and which means lagi saya sukses rezeki getting rich ahahahah amiin ya allah oke deh sekian tinjau saya ya arigatou nee
5868,3,"barang udah sampai di Makassar dengan baik, good job gan, meski gift tidak sesuai gambar tapi cukup puaslah soalnya lumayan bermanfaat juga gift penggantinya, tapi pengirimannya sedikit lebih lama dari pembelian saya sebelumnya. tingkatkan!",barang sudah makassar good job juragan gift sesuai gambar puas lumayan manfaat gift ganti kirim beli tingkat
5869,4,"Barang sudah diterima Sesuai pesanan, Bagus dan berfungsi Baik, Namun pengirimannya saja yang menurut saya cukup lama",barang terima sesuai pesan bagus fungsi kirim
5870,3,tapi free pouch dan mouse pad tidak sesuai dengan gambar .. pouch dapat yang tas kecil tidak seperti digambar .. mouse pad gambarnya bukan merk seagate melainkan winnie the p**h . selebihnya saya puas .. terimakasih,free pouch mouse pad sesuai gambar pouch tas gambar mouse pad gambar merk seagate winnie the ph lebih puas terimakasih
5871,5,"Bagus, berfungsi dg baik. Saya sdh menggunakan seagate lbh dr 5 thn yg sblumnya sy beli 1 tera. Gak pernah bermasalah hingga saat ini. Sy harap yg ini jg, bisa lbh baik",bagus fungsi dengan sudah seagate lebih dari tahun yang sblumnya saya beli tera tidak masalah saya harap yang juga lebih
5872,5,Pengiriman cepat. Barang bagus.,kirim cepat barang bagus
5873,5,"Meski bonus g sesuai, yg pting barang yg d pesan oke punya...",bonus tidak sesuai yang pting barang yang d pesan oke
5874,3,"Terimakasih lazada & kenkez, hardisk saya terima dalam keadaan terbungkus rapi dan masih segel. Cuma yang saya sayangkan free gift tidak sesuai gambar. Mouse pad diganti dengan notes + pulpen biasa.",terimakasih lazada kenkez terima bungkus rapi segel sayang free gift sesuai gambar mouse pad ganti notes pulpen
5875,3,Terima kasih pesanan sudah saya terima dan sudah saya gunakan dan hardisk bisa bekerja dengan baik....,terima kasih pesan terima
5876,5,Nice One..,nice one
5877,5,"oke, slim, ga berat",oke slim tidak berat
5878,4,barang oke....packing oke...good pokok nya,barang okepacking okegood pokok nya
5879,5,Barang OK. packaging OK. Sudah dicek isi dalemannya OK.,barang ok packaging ok cek isi dalem ok
5880,5,Barang dipesan Tanggal 7 Mei 2015.. Dikirim tanggal 8 Mei 2015 Diterima Tanggal 11 Mei 2015 Paket Terbungkus Rapi.. isinya sesuai pesanan terimakasih..,barang pes tanggal mei kirim tanggal mei terima tanggal mei paket bungkus rapi isi sesuai pesan terimakasih
5881,3,Tipis dan trendi.. Tp bonusan g sesuai gambar moupadnya punya merk WD kan ga mecing sma case hardisknya juga g sesuai.. untuk produknya sih ok mantap,tipis trendi tetapi bonus tidak sesuai gambar moupadnya merk wd tidak mecing sma case hardisknya tidak sesuai produk sih ok mantap
5882,5,"Terimakasih LAZADA, produknya sesuai dengan harapan, cuman bingung saja melihat logo brand dari ""seagate"" sudah berubah, ternyata barang yang dikirim adalah produk terbaru, hari kamis saya pesan, sampai di tempat di hari senin depannya. Bonus yang didapat juga lumayan. Sukses terus buat LAZADA dan Kenkez.",terimakasih lazada produk sesuai harap cuma bingung logo brand seagate ubah barang kirim produk baru kamis pesan senin depan bonus lumayan sukses lazada kenkez
5883,3,untuk produk yg dijual bagus sesuai dengan harapan... tp untuk bonus pouch dan mouse pad tidak sesuai dengan apa yg ada digambar,produk yang jual bagus sesuai harap tetapi bonus pouch mouse pad sesuai yang gambar
5884,5,"Bagus, packing rapi bonusnya juga sesuai dengan iklan keren banget.  Terimakasih Lazada (Trend Mediatama)",bagus packing rapi bonus sesuai iklan keren banget terimakasih lazada trend mediatama
5885,5,barang bagus package juga.... mantapsss abis,barang bagus package mantapsss habis
5886,5,barang udah sampai blom d test lumayan cpt pengiriman,barang sudah belum d test lumayan cepat kirim
5887,2,Barangnya sesuai dengan orderan tetapi ngga terbaca di leptop harus tunggu lama baru terbaca,barang sesuai order tidak baca leptop tunggu baca
5888,2,kami kecewa flsdisnya tudak bisa digunakan hanya bisa menyimpan dataa namun  tidak dapat membaca kembali.,kecewa flsdisnya tudak simpan dataa baca
5889,5,"kualitas ok, mantap",kualitas ok mantap
5890,5,"kondisi mulus, bagus, dapat berfungsi dengan baik, saya puas!",kondisi mulus bagus fungsi puas
5891,5,berfungsi sempurna,fungsi sempurna
5892,5,"Simple, Cepat, Berkualitas",simpel cepat kualitas
5893,5,"sudah sampai, terima kasih WD, biarkan bintang yang berbicara",terima kasih wd biar bintang bicara
5894,5,"Barang diterima sesuai jadwal pengiriman yang dijanjikan. Packing rapi, masih tersegel, bonus sesuai gambar. Kualitas baik,warna sesuai pesanan. Barang bagus sesuai harapan.  Terima kasih Lazada dan WD Official Store.",barang terima sesuai jadwal kirim janji packing rapi segel bonus sesuai gambar kualitas baikwarna sesuai pesan barang bagus sesuai harap terima kasih lazada wd official store
